school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Prairie View,69.2,96.8,0.314,0.277,0.5,45.8,43.1,12.6,8.6,0.473,17.6,32.1,0.203
Presbyterian,63.3,97.7,0.33,0.257,0.516,49.1,46,8.2,8.8,0.489,17.8,29.5,0.217
Princeton,65,105.9,0.452,0.459,0.584,48.8,58.1,8.5,8.3,0.549,17.2,21.2,0.322
Providence,65.7,105.4,0.407,0.289,0.526,52.9,57.2,10.8,13.5,0.484,15.3,35.1,0.287
Purdue,64.9,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285
Quinnipiac,66.4,102.3,0.355,0.296,0.494,57.9,58.2,5.2,14,0.44,16.4,42.1,0.274
Radford,66.1,108.5,0.357,0.326,0.544,52.1,50.4,10.6,10.9,0.513,15.2,35.2,0.247
Rhode Island,66.5,101.3,0.469,0.278,0.527,52.2,55.3,9.8,14.9,0.491,17.6,32.7,0.307
Rice,62.8,99.4,0.339,0.493,0.547,48.8,59.6,9.2,6.2,0.51,19.7,27.4,0.251
Richmond,61.9,104.5,0.329,0.373,0.549,45.4,56.2,10.9,8.9,0.521,14.1,22.2,0.227
Rider,64.6,100,0.356,0.335,0.514,50.3,51,10.9,8.3,0.494,16.5,31.1,0.215
Robert Morris,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31,0.252
Rutgers,64.9,91.3,0.326,0.294,0.469,49,49.9,8.6,10.7,0.436,17.1,30.5,0.212
Sacramento State,63.5,111.7,0.355,0.295,0.58,48.3,55.4,11,7.1,0.547,14.9,27.9,0.261
Sacred Heart,69.2,103.7,0.358,0.277,0.528,51,53.7,9.2,8.7,0.502,16.4,34,0.232
Saint Francis (PA),63.8,100.2,0.348,0.41,0.535,47.8,51.9,10.2,7.5,0.506,17.1,25.8,0.234
Saint Joseph's,64.1,94.7,0.352,0.328,0.481,50.1,57.3,10.2,11.9,0.453,16.3,31.4,0.217
Saint Louis,63.7,93,0.42,0.333,0.502,47.2,60,8.3,6.7,0.465,18.9,27.3,0.275
Saint Mary's (CA),62.5,108.8,0.35,0.367,0.558,55.3,62,8,6.2,0.526,16.3,33.6,0.25
Saint Peter's,61.4,98.3,0.44,0.332,0.508,50.1,49.3,10.1,9.6,0.469,16.8,31.4,0.29
Sam Houston State,67.3,108.9,0.455,0.41,0.54,55,61,9.6,11.7,0.496,15.9,36.4,0.321
Samford,67.2,102.6,0.376,0.335,0.535,48,54.2,10.9,8.3,0.502,16.7,30.2,0.257
San Diego State,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228
San Diego,63.3,101.4,0.386,0.344,0.518,49.2,56.2,10.1,10.5,0.48,15.9,30.5,0.265
San Francisco,65.6,104.8,0.409,0.344,0.535,50.5,56.6,8.8,7.2,0.51,15.4,31.1,0.257
San Jose State,64.3,83.2,0.305,0.428,0.452,45.8,53.2,7.5,7.5,0.418,19.3,24.9,0.199
Santa Clara,61.3,102.9,0.31,0.38,0.527,46.9,53.3,9.1,5.5,0.491,15,28.4,0.229
Savannah State,66,88.5,0.354,0.258,0.486,46.6,43.8,13.2,6.9,0.442,22.1,30.7,0.203
Seattle,62.1,100.1,0.366,0.364,0.54,53,63.6,8.7,4.7,0.513,19.2,31.6,0.243
Seton Hall,66,102.7,0.381,0.349,0.514,50.5,52.2,9,10.7,0.482,15.7,34.7,0.25
Siena,66.9,103.9,0.419,0.264,0.52,49,54.9,11.2,10.4,0.475,15.7,36.3,0.297
South Alabama,68.5,99.5,0.421,0.353,0.523,49.3,46.3,6.9,8.5,0.479,17.9,30.7,0.296
South Carolina State,65,91.3,0.332,0.329,0.46,48,51,9.3,9,0.432,16.2,31,0.2
South Carolina Upstate,64.9,110.4,0.297,0.406,0.532,52.7,56.9,12.1,9.6,0.51,13.9,37.2,0.194
South Carolina,65.3,99.6,0.37,0.329,0.502,51.6,59.5,9.7,12.3,0.454,16.5,35.2,0.273
South Dakota State,66.6,109.5,0.407,0.382,0.562,51.2,49.4,8.1,10,0.525,14.8,28.8,0.29
South Dakota,65.8,104,0.338,0.306,0.517,51.3,47.8,8.3,6.8,0.477,14.3,31.9,0.247
South Florida,64.4,94.5,0.323,0.26,0.496,48.8,48.6,8.8,13.5,0.473,18,31.5,0.2
Southeast Missouri State,67.2,103,0.368,0.328,0.527,50.3,50.9,10.8,12,0.496,16.6,32.4,0.246
Southeastern Louisiana,68.4,98.7,0.331,0.336,0.537,48.8,48.2,8.8,9.5,0.511,19.5,29.1,0.22
Southern California,68.8,95.9,0.338,0.278,0.496,48.8,50.4,9.3,10.7,0.468,17.1,31.5,0.214
SIU Edwardsville,67.3,100.8,0.378,0.34,0.528,49.5,52.3,9.4,11.5,0.495,17.2,30,0.255
Southern Illinois,61.7,96.7,0.41,0.257,0.506,51.4,40.2,10.9,7.2,0.461,17.9,31.1,0.288
Southern Methodist,63.3,108.8,0.44,0.229,0.555,55,63,11,14.7,0.517,16.8,37.1,0.309
Southern Mississippi,63,94.6,0.358,0.385,0.518,46.6,57,9.7,6.8,0.493,19.5,27,0.225
Southern Utah,68,101.1,0.39,0.349,0.552,47.9,49.1,7.2,9.9,0.524,17.7,23.3,0.261
Southern,66.3,96.7,0.409,0.255,0.499,49.7,44.8,10.3,11.1,0.462,17,32.4,0.268
St. Bonaventure,65.1,102.5,0.379,0.292,0.513,52.9,52.3,10.1,13.5,0.471,15.9,35,0.268
St. Francis (NY),65.7,104,0.403,0.33,0.506,54.7,51.5,10,12.7,0.466,16.1,39.8,0.274
St. John's (NY),67.6,104.6,0.363,0.301,0.529,47.4,48.9,11,16.8,0.494,13.7,28.4,0.251
Stanford,65.5,108.6,0.405,0.312,0.537,53,47.9,8.3,7.4,0.494,13.8,33.6,0.294
Stephen F. Austin,68,115.2,0.427,0.37,0.594,54.2,65.4,11.2,10,0.557,17.5,37.9,0.314
Stetson,67.2,99.1,0.34,0.341,0.518,47,52.2,6.7,9,0.49,16.1,27.2,0.223
Stony Brook,63.6,102.6,0.324,0.288,0.496,55.8,50.3,8.1,12.3,0.465,15.3,37.7,0.215
Syracuse,66.1,101.6,0.354,0.29,0.505,51.1,61.3,12.5,14.6,0.474,15.1,33.5,0.234
Temple,65.1,100.7,0.356,0.359,0.485,50.8,54.9,10.5,12,0.442,12.3,31.8,0.249
Tennessee-Martin,63.3,109.9,0.317,0.371,0.565,53.1,51.6,8.2,5.5,0.538,15.7,30.7,0.224
Tennessee State,64.7,89.3,0.419,0.314,0.483,47.8,48.1,8.3,11.2,0.45,19.4,27.8,0.259
Tennessee Tech,67.7,103.9,0.35,0.302,0.522,53.4,51.4,9.1,9.9,0.49,16.9,36.9,0.237
Tennessee,61.2,103,0.323,0.343,0.515,51.1,48.3,12.6,12.4,0.482,16.4,37,0.223
Texas A&M-Corpus Christi,64.2,103.5,0.525,0.297,0.54,49.5,47.3,10.5,8.2,0.495,17,30.9,0.361
Texas A&M,64.3,104.6,0.38,0.293,0.533,53.4,60.2,8.7,9.7,0.504,16.3,34.2,0.25
Texas-Arlington,70.2,101.6,0.383,0.365,0.53,50.3,51.2,9.4,10.1,0.497,17.8,32.1,0.258
Texas Christian,64.7,104.6,0.465,0.254,0.509,51.9,55,9.6,13.6,0.479,15.2,37.5,0.286
Texas-El Paso,65.4,105.4,0.438,0.295,0.55,50.7,56.5,8.2,10.7,0.52,16.4,29.2,0.289
Texas-Rio Grande Valley,65,95.6,0.405,0.269,0.502,47.2,60.6,8.5,9.1,0.461,17.8,30.6,0.274
Texas-San Antonio,66.9,105.1,0.416,0.345,0.52,51.6,51.6,10.6,6.8,0.478,15.4,35.8,0.291
Texas Southern,64.5,103.6,0.468,0.312,0.531,50,45.8,9.3,7.7,0.495,16.8,33.8,0.309
Texas State,63.4,95.1,0.368,0.308,0.493,48.2,52,11.2,7.5,0.452,17,29.2,0.254
Texas Tech,63,95.9,0.461,0.325,0.497,50.7,54.6,9.2,12.7,0.457,18.4,34.6,0.296
Texas,62.9,105.9,0.365,0.341,0.531,56,55.5,5.9,20,0.491,16.8,37.9,0.265
Toledo,67.2,111.1,0.412,0.29,0.565,52.8,50.1,7.6,9,0.523,15.6,33.3,0.306
Towson,61.6,101.6,0.469,0.256,0.496,56.2,42.1,5.6,11.4,0.451,17.1,41.5,0.311
Troy,66.6,100,0.391,0.368,0.524,48.8,40.2,9.9,5.7,0.492,18.1,31.5,0.259
Tulane,63.6,98.1,0.341,0.359,0.499,51.3,49.9,9.6,5.4,0.47,16.7,33.2,0.221
Tulsa,64.1,99.6,0.41,0.322,0.503,51.4,49.5,9,10.3,0.468,15.2,31.1,0.266
UCLA,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11,0.496,14.9,33.8,0.242
Utah State,63,104.4,0.363,0.37,0.552,45.8,61.7,7.5,12.4,0.525,14.7,21.9,0.244
Utah Valley,62.5,93.8,0.334,0.368,0.493,49.8,62.8,7.2,6.8,0.455,17.7,29.3,0.232
Utah,62.6,113.5,0.432,0.372,0.588,53.7,57.6,9.5,13.5,0.557,16.1,31.6,0.303
Valparaiso,63.8,108.6,0.368,0.338,0.548,55.1,52.9,9.3,14.1,0.52,16.4,35.6,0.248
Vanderbilt,63.5,109.8,0.43,0.367,0.578,51.4,64.6,7.5,14.3,0.544,17.5,32.3,0.305
Vermont,64.3,103.5,0.42,0.302,0.558,51.2,55.7,9.8,14,0.524,17.8,27,0.291
Villanova,65,116.9,0.418,0.429,0.589,51.5,62.2,11.8,11,0.553,14,32.5,0.305
Virginia Commonwealth,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14,12.5,0.487,13.2,31.8,0.245
VMI,77.5,102.2,0.293,0.52,0.511,48.3,49.2,10.8,12.7,0.482,16,32.7,0.2
Virginia Tech,64.1,101.2,0.319,0.354,0.536,45.2,50.7,6.8,8.6,0.515,16.1,25.9,0.204
Virginia,58.6,110.8,0.349,0.275,0.543,56,53.5,9.3,13.3,0.506,13.4,34.2,0.254
Wagner,67.9,99.2,0.341,0.318,0.489,52.1,44.9,9.4,7.8,0.45,16.7,37.7,0.238
Wake Forest,68.6,99.5,0.415,0.339,0.51,52.2,59.2,9.4,10.3,0.478,16.5,31.8,0.265
Washington State,67.6,103.2,0.397,0.366,0.538,48,61,5.7,7.8,0.496,15.3,26.4,0.286
Washington,66.2,103.3,0.339,0.331,0.524,49.6,53.9,7.4,11.9,0.493,15.1,31.2,0.232
Weber State,64.8,102.6,0.45,0.4,0.545,50.1,55.9,8.1,9.9,0.494,17.9,29.1,0.337
West Virginia,68.7,104.9,0.404,0.336,0.499,52.1,56.7,15.5,8.7,0.461,15.1,40.2,0.267
Western Carolina,66.8,103.3,0.354,0.313,0.524,50.2,46.9,11.9,14.2,0.488,16.8,35,0.248
Western Illinois,67.8,91.5,0.3,0.348,0.495,46.3,54.2,7.8,6.3,0.461,16.6,20.9,0.209
Western Kentucky,67.9,104,0.378,0.376,0.531,51.4,57.5,8,9,0.503,16.1,31.6,0.247
Western Michigan,64.8,107.7,0.416,0.36,0.556,50.4,51.8,9.9,7.1,0.52,15.8,30.9,0.292
Wichita State,61.9,112.7,0.37,0.347,0.541,53.6,55.3,11.5,11.3,0.507,12.6,34.9,0.259
William & Mary,64.6,112.4,0.357,0.426,0.598,49.7,58.4,9.5,12,0.568,15.8,25.1,0.262
Winthrop,67.4,107.6,0.367,0.387,0.555,49.6,47.8,10.2,11.6,0.518,15.4,30.2,0.266
Wisconsin,59.5,121.1,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
Wofford,62.7,106.2,0.382,0.331,0.547,51.1,56.4,10.4,7.2,0.516,15.1,29.1,0.262
Wright State,64.4,98.8,0.324,0.353,0.532,46,56.9,8.3,7,0.502,16.6,23.3,0.225
Wyoming,58.3,103.1,0.394,0.397,0.56,49.9,67.1,9.2,8.9,0.526,16.9,22.3,0.277
Xavier,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9,8.3,0.534,15.8,31.3,0.281
Yale,62.3,106.9,0.392,0.357,0.547,54.4,59.1,9.3,11.3,0.51,17,35.4,0.278
Youngstown State,68.2,104,0.367,0.322,0.533,47.4,55.8,8.7,5.6,0.499,14.9,28.2,0.255
